variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast
MIOS,3541.809667847689,0.3087558370281769,0.08261995067119413,3.7370615029406715,0.0001861833946924665,0.02017119636885567,Th1
TNFRSF1A,5869.07598498181,0.3836195711656922,0.1027242140954042,3.7344609987418242,0.0001881176392954661,0.02017119636885567,Th1
RNASE6,373.9986129467332,1.0278496275896085,0.275443341803667,3.7316190722164873,0.0001902530446758937,0.02017119636885567,Th1
STON2,75.30172887043992,1.8882988892081716,0.5073238204416365,3.7220781148505226,0.00019758987143623526,0.020711011069634477,Th1
ITM2C,20422.658378853746,-0.618155898455839,0.16923630405118853,-3.652619938266122,0.0002595782868980872,0.026902810318516365,Th1
IDO1,7.688621980606633,-6.045535726272125,1.6661797217152068,-3.6283815290037866,0.00028520357261751795,0.029230197264710954,Th1
CCL4L2,879.6961044821908,1.3942825739369888,0.38688395884262644,3.6038779641007137,0.00031350429877119137,0.03177762254797219,Th1
TMEM213,10.99677446506607,2.493936542449025,0.6935964058170044,3.595659552923079,0.0003235707368242315,0.03222749517924188,Th1
MIR9-1HG,54.50841723046999,-1.4712966514118893,0.40933979118451674,-3.5943162211383397,0.0003252446243877078,0.03222749517924188,Th1
LAMC1,37.35307830442291,1.8176139672936207,0.5060479231823154,3.5917822878581074,0.0003284241703001666,0.03222749517924188,Th1
TMEM98,514.7745313071721,-1.0061893146552008,0.28070811578602306,-3.584468200492623,0.00033776571174289077,0.03251304197985547,Th1
WWOX,5343.692490902515,-0.2486792842609238,0.06938613577302259,-3.583990972986431,0.00033838378469927636,0.03251304197985547,Th1
MAP6,242.79704405385047,0.8554885175486022,0.23942176606457577,3.5731442951509416,0.00035272026684170064,0.033541151972658216,Th1
ROR2,71.91103703422161,1.739271883834574,0.4888133302612089,3.5581514990705205,0.00037347389320354767,0.035152277458260446,Th1
OSMR,63.659490148347544,1.4864338852705494,0.41923470300833043,3.545588842250526,0.0003917369108685378,0.03649880066516559,Th1
CAMK2D,4759.874126941983,0.40195246486711833,0.11354056482139001,3.5401661555887745,0.0003998751918870359,0.03688448769966019,Th1
RXRA,1191.0454504498848,-1.1097745091377902,0.3138859771145482,-3.535597605664282,0.0004068539130987267,0.037156638558640154,Th1
CCR8,1840.4282030951545,-1.5468699387804172,0.43911804906439494,-3.5226744655024986,0.0004272157533022568,0.038633706945686436,Th1
LIMA1,18981.494410844625,-0.5696805732889675,0.1622433133112668,-3.51127304825207,0.00044596607611174706,0.0397493724550689,Th1
TANK,20616.0552352448,0.378522531849473,0.10784236020329709,3.5099614950554496,0.00044817158882558164,0.0397493724550689,Th1
GALNT1,10827.727139304172,0.34228917856055147,0.09785829579931869,3.497804409577042,0.00046910502434053235,0.04120975947159115,Th1
CABYR,82.33097586431272,0.9086267478332533,0.2602997638017315,3.4906937085250216,0.0004817682242071238,0.041629958494264284,Th1
CHST2,1845.8409456692218,-1.2798741649602912,0.3668463584202546,-3.4888561262316893,0.00048509216727323206,0.041629958494264284,Th1
MAN1C1,2312.92782318018,-2.738288709907729,0.785156217031537,-3.487571836672779,0.00048742796155469895,0.041629958494264284,Th1
CKAP4,2936.6924954916744,-1.5556599477017068,0.44690203344856194,-3.480986505470358,0.0004995706597231901,0.042067608991713065,Th1
TESPA1,18633.5233172504,-0.5503574002524758,0.15819033571731195,-3.4790835847012245,0.0005031316319248034,0.042067608991713065,Th1
MAOA,2531.9785478127733,-1.5928804327168946,0.45806177798489156,-3.4774358160253076,0.0005062342365654977,0.042067608991713065,Th1
FOXP3,5836.517907997839,-1.060637020742033,0.3056814646037164,-3.469745940000112,0.0005209508799949124,0.042904026045295286,Th1
HBEGF,4324.934693207777,0.6757280842494451,0.19497658725523587,3.465688336030198,0.0005288759651050002,0.04313213242136356,Th1
ZSWIM3,1065.902110548318,-0.3923418506565121,0.11327696598531455,-3.4635624925492454,0.0005330727554244846,0.04313213242136356,Th1
UBD,315.42911470223385,-2.0460819718418914,0.5944232001814393,-3.442130070322548,0.0005771526630196245,0.04607259141923886,Th1
NPC1,5046.475843822401,0.31846602061212104,0.09254835855839502,3.441076919923753,0.0005794037949513993,0.04607259141923886,Th1
PTGS2,212.71116832748447,-1.5564607258498195,0.45385677475711517,-3.4294094798579815,0.0006048961684547227,0.04768856630620823,Th1
COL3A1,98.59607370617844,-2.782281671084371,0.8134415968945026,-3.420382829826211,0.0006253306722566013,0.048881780685549915,Th1
OPHN1,31.1378298447862,-1.7669521813862583,0.5177975517967109,-3.41243826907851,0.000643845075482969,0.04975493892388351,Th1
ADGRV1,254.82966969751445,-3.443166201450944,1.0102087601195289,-3.4083709599227245,0.0006535198610639813,0.04975493892388351,Th1
HCAR1,107.23866647375269,-1.1638783159380206,0.3415113344458028,-3.408022512127561,0.0006543549597499256,0.04975493892388351,Th1
SEMA5A,434.23358974546505,-3.8678122799637027,1.1354296962542347,-3.4064744763357484,0.0006580770326012346,0.04975493892388351,Th1
DNAJC5B,280.8906282168661,-1.343576725174156,0.3956252894066498,-3.3960840248337583,0.0006835737179446354,0.051262471335945664,Th1
TNF,3352.6650479611517,0.6557783658930244,0.19353352444803693,3.3884484239271866,0.0007028924659338674,0.05228612988527414,Th1
CLIC6,228.58952624160025,-1.4323777363395216,0.4233915242459282,-3.3831044182819325,0.0007167137659670225,0.05288774221823852,Th1
SCAMP5,214.58779417670112,-1.2818887933386591,0.3796448371262616,-3.3765474147942407,0.000734017195120462,0.05366308652119717,Th1
WFDC1,87.40472280702116,-3.7346501461829575,1.1066484868290882,-3.3747393057789816,0.000738856460124896,0.05366308652119717,Th1
VWA5A,1249.7098587584996,0.4680946015805508,0.13910471959938273,3.3650519042678693,0.0007652926117903825,0.05514889883714443,Th1
TRPS1,1459.9226218371787,0.6680163315585179,0.1987187004556295,3.361617854921885,0.000774872810839308,0.055406409357998274,Th1
TMEM14A,10126.51908779286,-0.2138534239380622,0.0638290052466189,-3.350411354709155,0.0008069163187102126,0.05711130421787591,Th1
CD8B2,101.9713147460278,1.5902567502075289,0.47510208625587746,3.3471895750654705,0.0008163536190515914,0.05711130421787591,Th1
CFAP95,124.52337647093356,-1.2362677685398034,0.36938011668774284,-3.3468714548728347,0.0008172909970467932,0.05711130421787591,Th1
DDIT4L,347.6310885120603,1.1885606694982702,0.3591256991807332,3.3095951423407226,0.0009343100628402135,0.06479756405742955,Th1
IL9R,4495.388805660263,-1.6952294931374883,0.5134400714189407,-3.301708587825176,0.0009609785303782303,0.06614974600155818,Th1
F2R,1312.901731351616,1.108192452638067,0.33648154916282397,3.2934716788937832,0.0009895831045084152,0.0676141818961898,Th1
CD8A,79.25261917730285,1.5782828156353725,0.47957313764945975,3.291015888360716,0.0009982627488391899,0.06770570290656389,Th1
KLHL29,241.22894261897142,-0.9107801971068469,0.277014358886821,-3.2878447195546348,0.0010095750689530817,0.06797314186878267,Th1
AQP11,321.5945213832071,-0.8924573647547654,0.2722246522271382,-3.278385544635094,0.001044026931430979,0.06974400782546017,Th1
C1orf162,481.9891892626424,-0.9919033902885113,0.30273201532555666,-3.2765064151600307,0.0010509992506221773,0.06974400782546017,Th1
TUBB3,423.37057605721816,1.2602297962723072,0.385238175546865,3.2713003961337614,0.0010705413016674772,0.07026337964952403,Th1
CYRIA,30.84577852598157,1.597294414365664,0.48841365323184255,3.270372160557626,0.0010740607687102005,0.07026337964952403,Th1
AR,30.09016443018446,-1.9568011394592104,0.5990716453699123,-3.2663891782942467,0.0010892843416429245,0.07075745610784742,Th1
FRMD6,1215.185028012395,0.3940287894390699,0.12096047718324626,3.257500289471784,0.0011239814374792746,0.07234409253758553,Th1
CCDC50,7712.293960020339,0.5245659516546658,0.16115430258372337,3.255053965327061,0.0011337082135729544,0.07234409253758553,Th1
NUAK2,58.463630419651636,1.019994864456871,0.3134423324681621,3.254170731901623,0.0011372390956146902,0.07234409253758553,Th1
ANKRD55,301.95365429854684,1.0093392138286157,0.31114629830554597,3.2439377210184377,0.001178895194659136,0.07448033750367035,Th1
SPP1,261.95584681841984,-2.398551961354737,0.7422458486830651,-3.2314791192303525,0.0012315132141880226,0.07715628114106607,Th1
PACSIN1,73.97849649986908,1.8611771387514346,0.5762190479917287,3.2299819751501007,0.0012379802264611641,0.07715628114106607,Th1
AARD,569.7055755197578,-1.1938297873621502,0.36991837841768477,-3.22727892695876,0.0012497357074221101,0.07736618902860096,Th1
PCDH12,155.07127294000819,0.9059352979329056,0.2809569183016579,3.224463392498563,0.0012620899158539923,0.07761011589224817,Th1
RAD50,12449.982199290609,-0.3326646215394378,0.10340945803831816,-3.216965138877042,0.0012955433964976725,0.07913968403506312,Th1
DPP4,18295.143464273897,0.6329002172903964,0.19738208167922203,3.2064725019921623,0.0013437314688321297,0.0815432833454445,Th1
SCPEP1,6651.202378128004,-0.43185693342764697,0.1348257904421834,-3.2030736256861614,0.001359692146828747,0.0819725513878978,Th1
ISCA2,3721.7324722406797,-0.18654469806249593,0.05830814365037318,-3.199290637360259,0.0013776620835726063,0.08251659129138779,Th1
PHLPP1,3416.296470874962,-0.7814022514141863,0.24561006607849215,-3.1814748633489045,0.0014652723779422835,0.08719788654283628,Th1
NR0B1,20.72057333329098,-3.153530814497597,0.9919776706373579,-3.1790340728853446,0.0014776672010610073,0.08737180937555597,Th1
FOXB1,129.48562752123902,0.8297619301874942,0.2614425595347003,3.1737829206700487,0.00150466178963118,0.08840127609909557,Th1
TBX21,5016.440491885439,1.0674560433052058,0.33683076946172186,3.169116779357991,0.0015290294662879574,0.08877016255802984,Th1
LGALS9,7846.067130249582,-0.46798186003147535,0.14767975041931128,-3.1688966070346223,0.0015301881880666463,0.08877016255802984,Th1
IL1R1,46.69914898122149,1.3740664258719182,0.4359275723120307,3.152052114034166,0.0016212733464859687,0.09346640842491609,Th1
FN1,658.844939368881,1.7398936258871616,0.5529145926074173,3.14676741968814,0.001650862212677541,0.09458107484309093,Th1
EMID1,63.515267793738204,-1.358846336395688,0.43246015078669175,-3.1421307464370987,0.0016772312108106675,0.09549864622541726,Th1
IL7R,14609.902702900887,0.9854611970555108,0.3150572330033668,3.1278799336277414,0.0017607209158747293,0.09963736029465338,Th1
UTS2,32.38125503328854,-1.295877524372027,0.4149088261104943,-3.123282617340423,0.001788459245882329,0.10058992734157685,Th1
KIF21A,3609.2223437446155,0.2621883194503148,0.08421519063691159,3.113313850712788,0.0018499917143505633,0.10342014286769453,Th1
CDK6,17578.172930322453,0.3705142980795625,0.11908997910892982,3.111213057990871,0.0018632045450359773,0.10353131761091479,Th1
CEP70,3237.522924151358,-0.5260180129186243,0.16928348396856696,-3.107320339746179,0.0018879170005337135,0.10427632582588607,Th1
IFNLR1,340.4053154779704,-0.549631381786115,0.17734109750881022,-3.0992893892449804,0.0019398544171921415,0.10617539516847684,Th1
PLEK,79.6224371002544,1.592159781604069,0.5138559274567338,3.0984556108640535,0.0019453210953461171,0.10617539516847684,Th1
ISL2,457.62538491340723,0.8430544791052893,0.2725053945292519,3.093716660404652,0.0019766616510990672,0.10725133570433998,Th1
NAB2,1546.185062639036,-0.5437041733029293,0.17591091403765485,-3.0907927247001057,0.0019962293068691186,0.10767964401497515,Th1
RNF43,251.64720655877275,-1.6546616733223802,0.536641745859907,-3.08336368925413,0.002046748516133631,0.10933260932356778,Th1
TARS3,1712.179027638112,0.2964124281916059,0.09615016497101044,3.082807276315908,0.0020505790777295345,0.10933260932356778,Th1
CD33,1073.3759022495142,-0.6736301458675783,0.21955714893186268,-3.0681312320949865,0.002154020014176898,0.11418781960211324,Th1
GLI2,24.209230515737165,1.543244620188699,0.5035330616534742,3.064832754220898,0.002177917492417497,0.11460059715041285,Th1
C15orf48,467.23376367801876,1.2864548855239228,0.4199112720779223,3.0636350368922636,0.0021866549326184587,0.11460059715041285,Th1
DPY19L4,1201.2105459850447,0.6387074290959446,0.209276590623173,3.051977419901742,0.0022733920173468813,0.11847326535597533,Th1
SLC40A1,1160.7351494433972,-0.4986876656806171,0.16423625901972705,-3.0364041939162645,0.00239418181036841,0.12406703943167537,Th1
KCNA2,218.38848479638978,0.7854984084525999,0.2594900607649626,3.027084760537622,0.0024692470886840657,0.1272420957878314,Th1
ZP1,14.860354644308355,-2.470386275014912,0.8182756701899794,-3.0190146976279544,0.0025359822824892494,0.12995500318711575,Th1
RAMP3,79.86957818326812,-2.883920113462724,0.9562419449032754,-3.015889575681011,0.0025622655318931578,0.13057644898443363,Th1
PITX1,20.47007957343041,1.4669234864211358,0.4868839289569145,3.012881303278645,0.0025878011214478737,0.13115317331997356,Th1
DUSP4,22344.46431940942,-0.47143110101241864,0.1568960171708579,-3.0047359360246584,0.002658115117112246,0.13398062207783257,Th1
FEZ1,61.02175846900922,1.3002302331373843,0.43314758200481784,3.001818057298822,0.00268372522980396,0.13453631260712895,Th1
CD84,3128.4903704515477,-0.6297368508475384,0.2103572905900003,-2.993653555250127,0.002756587566675641,0.13744196602711412,Th1
LPCAT2,1000.5324240755369,-1.2625476260663289,0.4229737311609373,-2.984931528965193,0.002836418072718959,0.14025468947983696,Th1
ANXA3,2264.3116488004653,1.4763302721725071,0.494719210863649,2.984178175727651,0.002843411419419938,0.14025468947983696,Th1
IFNGR2,1308.8288963183477,-1.3746015391573445,0.4609981449582177,-2.9817940791972832,0.002865646759482344,0.14059960483758055,Th1
TTC28,177.68494324467983,1.3954809237993535,0.4697512487874012,2.9706806046851337,0.002971406328292906,0.14501720620197758,Th1
PHACTR1,108.89313600016844,1.2553128393471769,0.4240175159174598,2.960521186562347,0.0030711899721883643,0.14841182599712552,Th1
EML5,221.8660374373128,0.6195690512000607,0.2092908541411695,2.9603254941190746,0.0030731416701486308,0.14841182599712552,Th1
PIGM,2768.2425187638178,-0.24226394087588837,0.08193995044090269,-2.9566034586586145,0.0031104786053928334,0.1494325763340807,Th1
CFH,384.7923503655503,0.5347653935684906,0.18130892131096557,2.9494709344793173,0.003183185131141894,0.15195200832466912,Th1
B3GAT1,126.45794509678299,1.23360122446433,0.4185283641447156,2.947473409562714,0.0032038230479008133,0.15195200832466912,Th1
ACACB,489.71262698281856,-0.44854611661569693,0.15222227517515513,-2.9466522957929495,0.0032123418932470164,0.15195200832466912,Th1
TEX30,16830.115397223213,-0.5054094157828379,0.17170958854098653,-2.943396580687737,0.003246322663717145,0.15277591964350482,Th1
GUCY1A1,12.919164065075135,-1.5602977522009336,0.5318224237753173,-2.9338698077539567,0.003347645955581729,0.15604794199255756,Th1
MBOAT7,15829.09789338016,-0.5239690317792964,0.178604648616562,-2.9336808187125136,0.003349684791253946,0.15604794199255756,Th1
TMEM268,3415.888595226341,0.17668720939964924,0.06034390228712217,2.9280043666873623,0.003411452539724522,0.1581268252583869,Th1
BOC,10.269877240942336,3.097314776687448,1.065111108809998,2.907973403965284,0.003637792744438142,0.1677750013734871,Th1
ZSWIM1,2126.985418590534,-0.572237244505986,0.1969835519170831,-2.9050001329393207,0.0036725294423346133,0.16853438595071876,Th1
TBKBP1,2455.8644581683793,0.7104093928083928,0.24489449322104492,2.9008794091877275,0.0037211705173883203,0.1699211725365835,Th1
CYTH3,409.8154915913155,0.5431821589521626,0.18735763398688754,2.899172814010759,0.0037414861234582554,0.170007231540783,Th1
FTH1,41944.6639136926,0.37302437472540095,0.12877576038002017,2.896697123935418,0.0037711363998999946,0.17051452035626252,Th1
TMEM38A,193.23212162168312,-1.0481847264597524,0.36238293629747187,-2.8924781535500377,0.0038221576244255066,0.17197844842780913,Th1
SLC1A1,31.71368736914011,1.7090837120133708,0.5918831841380313,2.8875355100725426,0.003882727760715686,0.17385573235359947,Th1
CNR2,18.67901450249857,-2.2853868470077265,0.7923235081428449,-2.8844112581797874,0.003921462644363843,0.17474189097397144,Th1
SESN3,3657.1697866558766,-0.8777579114564569,0.3049821332740752,-2.8780633869711023,0.004001247319479494,0.17743992920614834,Th1
RGS1,13016.116135347867,-1.0937544351139956,0.3803223157923189,-2.87586184059538,0.004029260313280743,0.17782725899378743,Th1
IRX3,325.6567781661154,-0.9711084583879931,0.3387466861463921,-2.8667688810048486,0.004146857295760345,0.18214576998139725,Th1
SPATS2L,25910.187495824743,-0.4217707150914653,0.14746294848849228,-2.8601809431769194,0.0042339935500365685,0.18482207734106082,Th1
CD244,62.333752959679536,1.3784394265636326,0.48211616358599335,2.8591437721373247,0.004247862141837044,0.18482207734106082,Th1
PINLYP,613.2567439515185,-0.3250322132348003,0.11377225447805149,-2.856867122181395,0.004278449076662627,0.18527894029641348,Th1
S100A9,28.908024694073614,2.460472992883321,0.8624107380833099,2.8530175753048623,0.004330622638127418,0.18666197763592202,Th1
